m,n,beta,d,b_batch,seed,gap
100,8250,0.5,2,1,57975,1.5
100,8250,0.5,2,1,32146,2.5
100,8250,0.75,2,1,42,2.5
100,8250,0.75,2,1,67,2.5
100,8250,0.75,2,1,77,1.5
100,8250,0.75,2,1,69,1.5
100,8250,0.75,2,1,13,1.5
100,8250,0.75,2,1,28430,2.5
100,8250,0.75,2,1,44015,1.5
100,8250,0.75,2,1,42699,1.5
100,8250,0.75,2,1,57975,2.5
100,8250,0.75,2,1,32146,2.5
100,8250,1.0,2,1,42,2.5
100,8250,1.0,2,1,67,1.5
100,8250,1.0,2,1,77,1.5
100,8250,1.0,2,1,69,1.5
100,8250,1.0,2,1,13,2.5
100,8250,1.0,2,1,28430,2.5
100,8250,1.0,2,1,44015,2.5
100,8250,1.0,2,1,42699,2.5
100,8250,1.0,2,1,57975,2.5
100,8250,1.0,2,1,32146,1.5
100,8300,0.0,2,1,42,2.0
100,8300,0.0,2,1,67,3.0
100,8300,0.0,2,1,77,2.0
100,8300,0.0,2,1,69,3.0
100,8300,0.0,2,1,13,4.0
100,8300,0.0,2,1,28430,3.0
100,8300,0.0,2,1,44015,3.0
100,8300,0.0,2,1,42699,2.0
100,8300,0.0,2,1,57975,4.0
100,8300,0.0,2,1,32146,4.0
100,8300,0.25,2,1,42,5.0
100,8300,0.25,2,1,67,2.0
100,8300,0.25,2,1,77,2.0
100,8300,0.25,2,1,69,4.0
100,8300,0.25,2,1,13,2.0
100,8300,0.25,2,1,28430,2.0
100,8300,0.25,2,1,44015,2.0
100,8300,0.25,2,1,42699,3.0
100,8300,0.25,2,1,57975,3.0
100,8300,0.25,2,1,32146,3.0
100,8300,0.5,2,1,42,3.0
100,8300,0.5,2,1,67,2.0
100,8300,0.5,2,1,77,2.0
100,8300,0.5,2,1,69,2.0
100,8300,0.5,2,1,13,2.0
100,8300,0.5,2,1,28430,3.0
100,8300,0.5,2,1,44015,2.0
100,8300,0.5,2,1,42699,2.0
100,8300,0.5,2,1,57975,2.0
100,8300,0.5,2,1,32146,4.0
100,8300,0.75,2,1,42,2.0
100,8300,0.75,2,1,67,2.0
100,8300,0.75,2,1,77,2.0
100,8300,0.75,2,1,69,2.0
100,8300,0.75,2,1,13,3.0
100,8300,0.75,2,1,28430,2.0
100,8300,0.75,2,1,44015,3.0
100,8300,0.75,2,1,42699,2.0
100,8300,0.75,2,1,57975,2.0
100,8300,0.75,2,1,32146,2.0
100,8300,1.0,2,1,42,2.0
100,8300,1.0,2,1,67,2.0
100,8300,1.0,2,1,77,2.0
100,8300,1.0,2,1,69,2.0
100,8300,1.0,2,1,13,2.0
100,8300,1.0,2,1,28430,2.0
100,8300,1.0,2,1,44015,2.0
100,8300,1.0,2,1,42699,3.0
100,8300,1.0,2,1,57975,2.0
100,8300,1.0,2,1,32146,2.0
100,8350,0.0,2,1,42,2.5
100,8350,0.0,2,1,67,2.5
100,8350,0.0,2,1,77,3.5
100,8350,0.0,2,1,69,2.5
100,8350,0.0,2,1,13,4.5
100,8350,0.0,2,1,28430,2.5
100,8350,0.0,2,1,44015,2.5
100,8350,0.0,2,1,42699,3.5
100,8350,0.0,2,1,57975,3.5
100,8350,0.0,2,1,32146,3.5
100,8350,0.25,2,1,42,4.5
100,8350,0.25,2,1,67,2.5
100,8350,0.25,2,1,77,2.5
100,8350,0.25,2,1,69,3.5
100,8350,0.25,2,1,13,2.5
100,8350,0.25,2,1,28430,2.5
100,8350,0.25,2,1,44015,2.5
100,8350,0.25,2,1,42699,3.5
100,8350,0.25,2,1,57975,2.5
100,8350,0.25,2,1,32146,2.5
100,8350,0.5,2,1,42,2.5
100,8350,0.5,2,1,67,2.5
100,8350,0.5,2,1,77,2.5
100,8350,0.5,2,1,69,1.5
100,8350,0.5,2,1,13,2.5
100,8350,0.5,2,1,28430,2.5
100,8350,0.5,2,1,44015,2.5
100,8350,0.5,2,1,42699,2.5
100,8350,0.5,2,1,57975,1.5
100,8350,0.5,2,1,32146,3.5
100,8350,0.75,2,1,42,1.5
100,8350,0.75,2,1,67,2.5
100,8350,0.75,2,1,77,2.5
100,8350,0.75,2,1,69,1.5
100,8350,0.75,2,1,13,3.5
100,8350,0.75,2,1,28430,1.5
100,8350,0.75,2,1,44015,2.5
100,8350,0.75,2,1,42699,1.5
100,8350,0.75,2,1,57975,1.5
100,8350,0.75,2,1,32146,1.5
100,8350,1.0,2,1,42,2.5
100,8350,1.0,2,1,67,1.5
100,8350,1.0,2,1,77,1.5
100,8350,1.0,2,1,69,2.5
100,8350,1.0,2,1,13,2.5
100,8350,1.0,2,1,28430,1.5
100,8350,1.0,2,1,44015,1.5
100,8350,1.0,2,1,42699,2.5
100,8350,1.0,2,1,57975,1.5
100,8350,1.0,2,1,32146,1.5
100,8400,0.0,2,1,42,3.0
100,8400,0.0,2,1,67,3.0
100,8400,0.0,2,1,77,3.0
100,8400,0.0,2,1,69,3.0
100,8400,0.0,2,1,13,4.0
100,8400,0.0,2,1,28430,3.0
100,8400,0.0,2,1,44015,3.0
100,8400,0.0,2,1,42699,3.0
100,8400,0.0,2,1,57975,3.0
100,8400,0.0,2,1,32146,3.0
100,8400,0.25,2,1,42,5.0
100,8400,0.25,2,1,67,3.0
100,8400,0.25,2,1,77,2.0
100,8400,0.25,2,1,69,3.0
100,8400,0.25,2,1,13,2.0
100,8400,0.25,2,1,28430,3.0
100,8400,0.25,2,1,44015,2.0
100,8400,0.25,2,1,42699,4.0
100,8400,0.25,2,1,57975,3.0
100,8400,0.25,2,1,32146,2.0
100,8400,0.5,2,1,42,2.0
100,8400,0.5,2,1,67,3.0
100,8400,0.5,2,1,77,2.0
100,8400,0.5,2,1,69,2.0
100,8400,0.5,2,1,13,2.0
100,8400,0.5,2,1,28430,2.0
100,8400,0.5,2,1,44015,2.0
100,8400,0.5,2,1,42699,2.0
100,8400,0.5,2,1,57975,2.0
100,8400,0.5,2,1,32146,3.0
100,8400,0.75,2,1,42,2.0
100,8400,0.75,2,1,67,2.0
100,8400,0.75,2,1,77,2.0
100,8400,0.75,2,1,69,2.0
100,8400,0.75,2,1,13,4.0
100,8400,0.75,2,1,28430,2.0
100,8400,0.75,2,1,44015,2.0
100,8400,0.75,2,1,42699,2.0
100,8400,0.75,2,1,57975,2.0
100,8400,0.75,2,1,32146,2.0
100,8400,1.0,2,1,42,2.0
100,8400,1.0,2,1,67,2.0
100,8400,1.0,2,1,77,2.0
100,8400,1.0,2,1,69,2.0
100,8400,1.0,2,1,13,2.0
100,8400,1.0,2,1,28430,1.0
100,8400,1.0,2,1,44015,2.0
100,8400,1.0,2,1,42699,2.0
100,8400,1.0,2,1,57975,2.0
100,8400,1.0,2,1,32146,2.0
100,8450,0.0,2,1,42,2.5
100,8450,0.0,2,1,67,2.5
100,8450,0.0,2,1,77,3.5
100,8450,0.0,2,1,69,2.5
100,8450,0.0,2,1,13,3.5
100,8450,0.0,2,1,28430,3.5
100,8450,0.0,2,1,44015,3.5
100,8450,0.0,2,1,42699,2.5
100,8450,0.0,2,1,57975,3.5
100,8450,0.0,2,1,32146,2.5
100,8450,0.25,2,1,42,4.5
100,8450,0.25,2,1,67,2.5
100,8450,0.25,2,1,77,2.5
100,8450,0.25,2,1,69,2.5
100,8450,0.25,2,1,13,2.5
100,8450,0.25,2,1,28430,3.5
100,8450,0.25,2,1,44015,2.5
100,8450,0.25,2,1,42699,3.5
100,8450,0.25,2,1,57975,2.5
100,8450,0.25,2,1,32146,1.5
100,8450,0.5,2,1,42,1.5
100,8450,0.5,2,1,67,2.5
100,8450,0.5,2,1,77,2.5
100,8450,0.5,2,1,69,2.5
100,8450,0.5,2,1,13,1.5
100,8450,0.5,2,1,28430,1.5
100,8450,0.5,2,1,44015,2.5
100,8450,0.5,2,1,42699,2.5
100,8450,0.5,2,1,57975,2.5
100,8450,0.5,2,1,32146,2.5
100,8450,0.75,2,1,42,1.5
100,8450,0.75,2,1,67,1.5
100,8450,0.75,2,1,77,2.5
100,8450,0.75,2,1,69,2.5
100,8450,0.75,2,1,13,3.5
100,8450,0.75,2,1,28430,1.5
100,8450,0.75,2,1,44015,1.5
100,8450,0.75,2,1,42699,1.5
100,8450,0.75,2,1,57975,1.5
100,8450,0.75,2,1,32146,2.5
100,8450,1.0,2,1,42,2.5
100,8450,1.0,2,1,67,1.5
100,8450,1.0,2,1,77,1.5
100,8450,1.0,2,1,69,2.5
100,8450,1.0,2,1,13,2.5
100,8450,1.0,2,1,28430,1.5
100,8450,1.0,2,1,44015,1.5
100,8450,1.0,2,1,42699,1.5
100,8450,1.0,2,1,57975,1.5
100,8450,1.0,2,1,32146,1.5
100,8500,0.0,2,1,42,3.0
100,8500,0.0,2,1,67,3.0
100,8500,0.0,2,1,77,3.0
100,8500,0.0,2,1,69,2.0
100,8500,0.0,2,1,13,3.0
100,8500,0.0,2,1,28430,3.0
100,8500,0.0,2,1,44015,3.0
100,8500,0.0,2,1,42699,3.0
100,8500,0.0,2,1,57975,3.0
100,8500,0.0,2,1,32146,3.0
100,8500,0.25,2,1,42,4.0
100,8500,0.25,2,1,67,2.0
100,8500,0.25,2,1,77,3.0
100,8500,0.25,2,1,69,2.0
100,8500,0.25,2,1,13,3.0
100,8500,0.25,2,1,28430,3.0
100,8500,0.25,2,1,44015,2.0
100,8500,0.25,2,1,42699,3.0
100,8500,0.25,2,1,57975,3.0
100,8500,0.25,2,1,32146,3.0
100,8500,0.5,2,1,42,2.0
100,8500,0.5,2,1,67,2.0
100,8500,0.5,2,1,77,2.0
100,8500,0.5,2,1,69,3.0
100,8500,0.5,2,1,13,2.0
100,8500,0.5,2,1,28430,3.0
100,8500,0.5,2,1,44015,2.0
100,8500,0.5,2,1,42699,3.0
100,8500,0.5,2,1,57975,2.0
100,8500,0.5,2,1,32146,2.0
100,8500,0.75,2,1,42,2.0
100,8500,0.75,2,1,67,2.0
100,8500,0.75,2,1,77,2.0
100,8500,0.75,2,1,69,3.0
100,8500,0.75,2,1,13,3.0
100,8500,0.75,2,1,28430,2.0
100,8500,0.75,2,1,44015,2.0
100,8500,0.75,2,1,42699,2.0
100,8500,0.75,2,1,57975,2.0
100,8500,0.75,2,1,32146,3.0
100,8500,1.0,2,1,42,3.0
100,8500,1.0,2,1,67,2.0
100,8500,1.0,2,1,77,2.0
100,8500,1.0,2,1,69,2.0
100,8500,1.0,2,1,13,2.0
100,8500,1.0,2,1,28430,2.0
100,8500,1.0,2,1,44015,2.0
100,8500,1.0,2,1,42699,2.0
100,8500,1.0,2,1,57975,2.0
100,8500,1.0,2,1,32146,2.0
100,8550,0.0,2,1,42,2.5
100,8550,0.0,2,1,67,2.5
100,8550,0.0,2,1,77,2.5
100,8550,0.0,2,1,69,2.5
100,8550,0.0,2,1,13,2.5
100,8550,0.0,2,1,28430,2.5
100,8550,0.0,2,1,44015,3.5
100,8550,0.0,2,1,42699,3.5
100,8550,0.0,2,1,57975,2.5
100,8550,0.0,2,1,32146,2.5
100,8550,0.25,2,1,42,4.5
100,8550,0.25,2,1,67,2.5
100,8550,0.25,2,1,77,2.5
100,8550,0.25,2,1,69,2.5
100,8550,0.25,2,1,13,2.5
100,8550,0.25,2,1,28430,3.5
100,8550,0.25,2,1,44015,2.5
100,8550,0.25,2,1,42699,2.5
100,8550,0.25,2,1,57975,3.5
100,8550,0.25,2,1,32146,2.5
100,8550,0.5,2,1,42,1.5
100,8550,0.5,2,1,67,1.5
100,8550,0.5,2,1,77,1.5
100,8550,0.5,2,1,69,3.5
100,8550,0.5,2,1,13,2.5
100,8550,0.5,2,1,28430,2.5
100,8550,0.5,2,1,44015,1.5
100,8550,0.5,2,1,42699,2.5
100,8550,0.5,2,1,57975,1.5
100,8550,0.5,2,1,32146,2.5
100,8550,0.75,2,1,42,1.5
100,8550,0.75,2,1,67,2.5
100,8550,0.75,2,1,77,1.5
100,8550,0.75,2,1,69,2.5
100,8550,0.75,2,1,13,2.5
100,8550,0.75,2,1,28430,2.5
100,8550,0.75,2,1,44015,1.5
100,8550,0.75,2,1,42699,1.5
100,8550,0.75,2,1,57975,2.5
100,8550,0.75,2,1,32146,2.5
100,8550,1.0,2,1,42,2.5
100,8550,1.0,2,1,67,2.5
100,8550,1.0,2,1,77,2.5
100,8550,1.0,2,1,69,1.5
100,8550,1.0,2,1,13,2.5
100,8550,1.0,2,1,28430,1.5
100,8550,1.0,2,1,44015,1.5
100,8550,1.0,2,1,42699,1.5
100,8550,1.0,2,1,57975,2.5
100,8550,1.0,2,1,32146,2.5
100,8600,0.0,2,1,42,4.0
100,8600,0.0,2,1,67,3.0
100,8600,0.0,2,1,77,3.0
100,8600,0.0,2,1,69,2.0
100,8600,0.0,2,1,13,2.0
100,8600,0.0,2,1,28430,3.0
100,8600,0.0,2,1,44015,3.0
100,8600,0.0,2,1,42699,3.0
100,8600,0.0,2,1,57975,3.0
100,8600,0.0,2,1,32146,3.0
100,8600,0.25,2,1,42,4.0
100,8600,0.25,2,1,67,2.0
100,8600,0.25,2,1,77,3.0
100,8600,0.25,2,1,69,2.0
100,8600,0.25,2,1,13,3.0
100,8600,0.25,2,1,28430,4.0
100,8600,0.25,2,1,44015,2.0
100,8600,0.25,2,1,42699,2.0
100,8600,0.25,2,1,57975,5.0
100,8600,0.25,2,1,32146,2.0
100,8600,0.5,2,1,42,3.0
100,8600,0.5,2,1,67,2.0
100,8600,0.5,2,1,77,3.0
100,8600,0.5,2,1,69,3.0
100,8600,0.5,2,1,13,2.0
100,8600,0.5,2,1,28430,2.0
100,8600,0.5,2,1,44015,2.0
100,8600,0.5,2,1,42699,2.0
100,8600,0.5,2,1,57975,3.0
100,8600,0.5,2,1,32146,3.0
100,8600,0.75,2,1,42,2.0
100,8600,0.75,2,1,67,2.0
100,8600,0.75,2,1,77,2.0
100,8600,0.75,2,1,69,2.0
100,8600,0.75,2,1,13,2.0
100,8600,0.75,2,1,28430,2.0
100,8600,0.75,2,1,44015,2.0
100,8600,0.75,2,1,42699,2.0
100,8600,0.75,2,1,57975,2.0
100,8600,0.75,2,1,32146,2.0
100,8600,1.0,2,1,42,2.0
100,8600,1.0,2,1,67,2.0
100,8600,1.0,2,1,77,2.0
100,8600,1.0,2,1,69,2.0
100,8600,1.0,2,1,13,2.0
100,8600,1.0,2,1,28430,2.0
100,8600,1.0,2,1,44015,2.0
100,8600,1.0,2,1,42699,2.0
100,8600,1.0,2,1,57975,2.0
100,8600,1.0,2,1,32146,2.0
100,8650,0.0,2,1,42,3.5
100,8650,0.0,2,1,67,5.5
100,8650,0.0,2,1,77,2.5
100,8650,0.0,2,1,69,2.5
100,8650,0.0,2,1,13,1.5
100,8650,0.0,2,1,28430,2.5
100,8650,0.0,2,1,44015,2.5
100,8650,0.0,2,1,42699,4.5
100,8650,0.0,2,1,57975,2.5
100,8650,0.0,2,1,32146,4.5
100,8650,0.25,2,1,42,3.5
100,8650,0.25,2,1,67,3.5
100,8650,0.25,2,1,77,2.5
100,8650,0.25,2,1,69,2.5
100,8650,0.25,2,1,13,2.5
100,8650,0.25,2,1,28430,3.5
100,8650,0.25,2,1,44015,2.5
100,8650,0.25,2,1,42699,2.5
100,8650,0.25,2,1,57975,4.5
100,8650,0.25,2,1,32146,2.5
100,8650,0.5,2,1,42,2.5
100,8650,0.5,2,1,67,2.5
100,8650,0.5,2,1,77,2.5
100,8650,0.5,2,1,69,3.5
100,8650,0.5,2,1,13,1.5
100,8650,0.5,2,1,28430,3.5
100,8650,0.5,2,1,44015,2.5
100,8650,0.5,2,1,42699,2.5
100,8650,0.5,2,1,57975,2.5
100,8650,0.5,2,1,32146,3.5
100,8650,0.75,2,1,42,1.5
100,8650,0.75,2,1,67,2.5
100,8650,0.75,2,1,77,2.5
100,8650,0.75,2,1,69,2.5
100,8650,0.75,2,1,13,2.5
100,8650,0.75,2,1,28430,1.5
100,8650,0.75,2,1,44015,2.5
100,8650,0.75,2,1,42699,2.5
100,8650,0.75,2,1,57975,1.5
100,8650,0.75,2,1,32146,1.5
100,8650,1.0,2,1,42,1.5
100,8650,1.0,2,1,67,2.5
100,8650,1.0,2,1,77,1.5
100,8650,1.0,2,1,69,1.5
100,8650,1.0,2,1,13,2.5
100,8650,1.0,2,1,28430,2.5
100,8650,1.0,2,1,44015,1.5
100,8650,1.0,2,1,42699,1.5
100,8650,1.0,2,1,57975,2.5
100,8650,1.0,2,1,32146,2.5
100,8700,0.0,2,1,42,3.0
100,8700,0.0,2,1,67,8.0
100,8700,0.0,2,1,77,3.0
100,8700,0.0,2,1,69,2.0
100,8700,0.0,2,1,13,2.0
100,8700,0.0,2,1,28430,3.0
100,8700,0.0,2,1,44015,3.0
100,8700,0.0,2,1,42699,4.0
100,8700,0.0,2,1,57975,4.0
100,8700,0.0,2,1,32146,4.0
100,8700,0.25,2,1,42,3.0
100,8700,0.25,2,1,67,3.0
100,8700,0.25,2,1,77,3.0
100,8700,0.25,2,1,69,2.0
100,8700,0.25,2,1,13,3.0
100,8700,0.25,2,1,28430,3.0
100,8700,0.25,2,1,44015,2.0
100,8700,0.25,2,1,42699,3.0
100,8700,0.25,2,1,57975,4.0
100,8700,0.25,2,1,32146,2.0
100,8700,0.5,2,1,42,2.0
100,8700,0.5,2,1,67,2.0
100,8700,0.5,2,1,77,2.0
100,8700,0.5,2,1,69,3.0
100,8700,0.5,2,1,13,2.0
100,8700,0.5,2,1,28430,3.0
100,8700,0.5,2,1,44015,3.0
100,8700,0.5,2,1,42699,2.0
100,8700,0.5,2,1,57975,2.0
100,8700,0.5,2,1,32146,3.0
100,8700,0.75,2,1,42,1.0
100,8700,0.75,2,1,67,2.0
100,8700,0.75,2,1,77,2.0
100,8700,0.75,2,1,69,2.0
100,8700,0.75,2,1,13,3.0
100,8700,0.75,2,1,28430,2.0
100,8700,0.75,2,1,44015,3.0
100,8700,0.75,2,1,42699,2.0
100,8700,0.75,2,1,57975,2.0
100,8700,0.75,2,1,32146,2.0
100,8700,1.0,2,1,42,2.0
100,8700,1.0,2,1,67,2.0
100,8700,1.0,2,1,77,2.0
100,8700,1.0,2,1,69,2.0
100,8700,1.0,2,1,13,2.0
100,8700,1.0,2,1,28430,2.0
100,8700,1.0,2,1,44015,2.0
100,8700,1.0,2,1,42699,3.0
100,8700,1.0,2,1,57975,2.0
100,8700,1.0,2,1,32146,2.0
100,8750,0.0,2,1,42,2.5
100,8750,0.0,2,1,67,8.5
100,8750,0.0,2,1,77,3.5
100,8750,0.0,2,1,69,3.5
100,8750,0.0,2,1,13,1.5
100,8750,0.0,2,1,28430,4.5
100,8750,0.0,2,1,44015,3.5
100,8750,0.0,2,1,42699,3.5
100,8750,0.0,2,1,57975,4.5
100,8750,0.0,2,1,32146,3.5
100,8750,0.25,2,1,42,2.5
100,8750,0.25,2,1,67,3.5
100,8750,0.25,2,1,77,2.5
100,8750,0.25,2,1,69,1.5
100,8750,0.25,2,1,13,2.5
100,8750,0.25,2,1,28430,2.5
100,8750,0.25,2,1,44015,2.5
100,8750,0.25,2,1,42699,2.5
100,8750,0.25,2,1,57975,3.5
100,8750,0.25,2,1,32146,1.5
100,8750,0.5,2,1,42,2.5
100,8750,0.5,2,1,67,2.5
100,8750,0.5,2,1,77,2.5
100,8750,0.5,2,1,69,2.5
100,8750,0.5,2,1,13,2.5
100,8750,0.5,2,1,28430,2.5
100,8750,0.5,2,1,44015,2.5
100,8750,0.5,2,1,42699,1.5
100,8750,0.5,2,1,57975,1.5
100,8750,0.5,2,1,32146,2.5
100,8750,0.75,2,1,42,2.5
100,8750,0.75,2,1,67,3.5
100,8750,0.75,2,1,77,1.5
100,8750,0.75,2,1,69,1.5
100,8750,0.75,2,1,13,2.5
100,8750,0.75,2,1,28430,1.5
100,8750,0.75,2,1,44015,2.5
100,8750,0.75,2,1,42699,1.5
100,8750,0.75,2,1,57975,1.5
100,8750,0.75,2,1,32146,1.5
100,8750,1.0,2,1,42,1.5
100,8750,1.0,2,1,67,2.5
100,8750,1.0,2,1,77,2.5
100,8750,1.0,2,1,69,1.5
100,8750,1.0,2,1,13,1.5
100,8750,1.0,2,1,28430,1.5
100,8750,1.0,2,1,44015,2.5
100,8750,1.0,2,1,42699,2.5
100,8750,1.0,2,1,57975,2.5
100,8750,1.0,2,1,32146,1.5
100,8800,0.0,2,1,42,3.0
100,8800,0.0,2,1,67,8.0
100,8800,0.0,2,1,77,3.0
100,8800,0.0,2,1,69,3.0
100,8800,0.0,2,1,13,3.0
100,8800,0.0,2,1,28430,4.0
100,8800,0.0,2,1,44015,3.0
100,8800,0.0,2,1,42699,3.0
100,8800,0.0,2,1,57975,4.0
100,8800,0.0,2,1,32146,4.0
100,8800,0.25,2,1,42,2.0
100,8800,0.25,2,1,67,3.0
100,8800,0.25,2,1,77,3.0
100,8800,0.25,2,1,69,2.0
100,8800,0.25,2,1,13,3.0
100,8800,0.25,2,1,28430,3.0
100,8800,0.25,2,1,44015,2.0
100,8800,0.25,2,1,42699,2.0
100,8800,0.25,2,1,57975,3.0
100,8800,0.25,2,1,32146,3.0
100,8800,0.5,2,1,42,3.0
100,8800,0.5,2,1,67,2.0
100,8800,0.5,2,1,77,3.0
100,8800,0.5,2,1,69,2.0
100,8800,0.5,2,1,13,2.0
100,8800,0.5,2,1,28430,2.0
100,8800,0.5,2,1,44015,2.0
100,8800,0.5,2,1,42699,2.0
100,8800,0.5,2,1,57975,2.0
100,8800,0.5,2,1,32146,2.0
100,8800,0.75,2,1,42,2.0
100,8800,0.75,2,1,67,3.0
100,8800,0.75,2,1,77,2.0
100,8800,0.75,2,1,69,2.0
100,8800,0.75,2,1,13,2.0
100,8800,0.75,2,1,28430,2.0
100,8800,0.75,2,1,44015,2.0
100,8800,0.75,2,1,42699,3.0
100,8800,0.75,2,1,57975,2.0
100,8800,0.75,2,1,32146,2.0
100,8800,1.0,2,1,42,2.0
100,8800,1.0,2,1,67,2.0
100,8800,1.0,2,1,77,2.0
100,8800,1.0,2,1,69,2.0
100,8800,1.0,2,1,13,2.0
100,8800,1.0,2,1,28430,2.0
100,8800,1.0,2,1,44015,3.0
100,8800,1.0,2,1,42699,2.0
100,8800,1.0,2,1,57975,2.0
100,8800,1.0,2,1,32146,2.0
100,8850,0.0,2,1,42,3.5
100,8850,0.0,2,1,67,7.5
100,8850,0.0,2,1,77,2.5
100,8850,0.0,2,1,69,2.5
100,8850,0.0,2,1,13,2.5
100,8850,0.0,2,1,28430,3.5
100,8850,0.0,2,1,44015,4.5
100,8850,0.0,2,1,42699,2.5
100,8850,0.0,2,1,57975,5.5
100,8850,0.0,2,1,32146,4.5
100,8850,0.25,2,1,42,2.5
100,8850,0.25,2,1,67,2.5
100,8850,0.25,2,1,77,2.5
100,8850,0.25,2,1,69,2.5
100,8850,0.25,2,1,13,2.5
100,8850,0.25,2,1,28430,2.5
100,8850,0.25,2,1,44015,1.5
100,8850,0.25,2,1,42699,1.5
100,8850,0.25,2,1,57975,2.5
100,8850,0.25,2,1,32146,2.5
100,8850,0.5,2,1,42,2.5
100,8850,0.5,2,1,67,1.5
100,8850,0.5,2,1,77,2.5
100,8850,0.5,2,1,69,2.5
100,8850,0.5,2,1,13,2.5
100,8850,0.5,2,1,28430,2.5
100,8850,0.5,2,1,44015,2.5
100,8850,0.5,2,1,42699,2.5
100,8850,0.5,2,1,57975,2.5
100,8850,0.5,2,1,32146,2.5
100,8850,0.75,2,1,42,2.5
100,8850,0.75,2,1,67,2.5
100,8850,0.75,2,1,77,2.5
100,8850,0.75,2,1,69,1.5
100,8850,0.75,2,1,13,1.5
100,8850,0.75,2,1,28430,1.5
100,8850,0.75,2,1,44015,1.5
100,8850,0.75,2,1,42699,2.5
100,8850,0.75,2,1,57975,2.5
100,8850,0.75,2,1,32146,1.5
100,8850,1.0,2,1,42,1.5
100,8850,1.0,2,1,67,1.5
100,8850,1.0,2,1,77,1.5
100,8850,1.0,2,1,69,1.5
100,8850,1.0,2,1,13,1.5
100,8850,1.0,2,1,28430,1.5
100,8850,1.0,2,1,44015,2.5
100,8850,1.0,2,1,42699,1.5
100,8850,1.0,2,1,57975,1.5
100,8850,1.0,2,1,32146,2.5
100,8900,0.0,2,1,42,3.0
100,8900,0.0,2,1,67,7.0
100,8900,0.0,2,1,77,2.0
100,8900,0.0,2,1,69,3.0
100,8900,0.0,2,1,13,4.0
100,8900,0.0,2,1,28430,4.0
100,8900,0.0,2,1,44015,5.0
100,8900,0.0,2,1,42699,3.0
100,8900,0.0,2,1,57975,5.0
100,8900,0.0,2,1,32146,4.0
100,8900,0.25,2,1,42,2.0
100,8900,0.25,2,1,67,3.0
100,8900,0.25,2,1,77,3.0
100,8900,0.25,2,1,69,2.0
100,8900,0.25,2,1,13,3.0
100,8900,0.25,2,1,28430,3.0
100,8900,0.25,2,1,44015,2.0
100,8900,0.25,2,1,42699,2.0
100,8900,0.25,2,1,57975,3.0
100,8900,0.25,2,1,32146,3.0
100,8900,0.5,2,1,42,3.0
100,8900,0.5,2,1,67,2.0
100,8900,0.5,2,1,77,2.0
100,8900,0.5,2,1,69,2.0
100,8900,0.5,2,1,13,2.0
100,8900,0.5,2,1,28430,2.0
100,8900,0.5,2,1,44015,4.0
100,8900,0.5,2,1,42699,3.0
100,8900,0.5,2,1,57975,2.0
100,8900,0.5,2,1,32146,3.0
100,8900,0.75,2,1,42,3.0
100,8900,0.75,2,1,67,2.0
100,8900,0.75,2,1,77,3.0
100,8900,0.75,2,1,69,2.0
100,8900,0.75,2,1,13,2.0
100,8900,0.75,2,1,28430,2.0
100,8900,0.75,2,1,44015,2.0
100,8900,0.75,2,1,42699,2.0
100,8900,0.75,2,1,57975,2.0
100,8900,0.75,2,1,32146,2.0
100,8900,1.0,2,1,42,2.0
100,8900,1.0,2,1,67,2.0
100,8900,1.0,2,1,77,2.0
100,8900,1.0,2,1,69,1.0
100,8900,1.0,2,1,13,2.0
100,8900,1.0,2,1,28430,2.0
100,8900,1.0,2,1,44015,2.0
100,8900,1.0,2,1,42699,2.0
100,8900,1.0,2,1,57975,2.0
100,8900,1.0,2,1,32146,2.0
100,8950,0.0,2,1,42,2.5
100,8950,0.0,2,1,67,8.5
100,8950,0.0,2,1,77,3.5
100,8950,0.0,2,1,69,2.5
100,8950,0.0,2,1,13,3.5
100,8950,0.0,2,1,28430,3.5
100,8950,0.0,2,1,44015,4.5
100,8950,0.0,2,1,42699,2.5
100,8950,0.0,2,1,57975,4.5
100,8950,0.0,2,1,32146,3.5
100,8950,0.25,2,1,42,2.5
100,8950,0.25,2,1,67,2.5
100,8950,0.25,2,1,77,2.5
100,8950,0.25,2,1,69,2.5
100,8950,0.25,2,1,13,2.5
100,8950,0.25,2,1,28430,2.5
100,8950,0.25,2,1,44015,2.5
100,8950,0.25,2,1,42699,1.5
100,8950,0.25,2,1,57975,2.5
100,8950,0.25,2,1,32146,2.5
100,8950,0.5,2,1,42,2.5
100,8950,0.5,2,1,67,2.5
100,8950,0.5,2,1,77,2.5
100,8950,0.5,2,1,69,1.5
100,8950,0.5,2,1,13,1.5
100,8950,0.5,2,1,28430,1.5
100,8950,0.5,2,1,44015,3.5
100,8950,0.5,2,1,42699,2.5
100,8950,0.5,2,1,57975,2.5
100,8950,0.5,2,1,32146,3.5
100,8950,0.75,2,1,42,2.5
100,8950,0.75,2,1,67,2.5
100,8950,0.75,2,1,77,2.5
100,8950,0.75,2,1,69,1.5
100,8950,0.75,2,1,13,2.5
100,8950,0.75,2,1,28430,2.5
100,8950,0.75,2,1,44015,1.5
100,8950,0.75,2,1,42699,1.5
100,8950,0.75,2,1,57975,2.5
100,8950,0.75,2,1,32146,2.5
100,8950,1.0,2,1,42,2.5
100,8950,1.0,2,1,67,1.5
100,8950,1.0,2,1,77,1.5
100,8950,1.0,2,1,69,1.5
100,8950,1.0,2,1,13,2.5
